REFERENCIA;ITEM;DESCRICAO;VALIDADE;DATA;PRECO1;PRECO2;PRECO3;PRECO4
9035;VESTIDO;VE ASSUNCAO;INVERNO 2015;05/02/2015;99,9;114,9;171,9;0
9036;VESTIDO;VE ASSUNTA.;INVERNO 2015;18/02/2015;104,9;120,9;180,9;0
9037;VESTIDO;VE ASTRID;INVERNO 2015;11/02/2015;74,9;84,9;127,9;0
9038;VESTIDO;VE ATENAIS;INVERNO 2015;05/02/2015;74,9;84,9;127,9;0
9039;VESTIDO;VE ATINA;INVERNO 2015;10/02/2015;104,9;120,9;180,9;0
9040;VESTIDO;VE AUDETE;INVERNO 2015;19/02/2015;149,9;171,9;258,9;0
9041;VESTIDO;VE AUGUSTA;INVERNO 2015;11/02/2015;99,9;114,9;171,9;0
9042;BLUSA;BL AURA;INVERNO 2015;26/02/2015;59,9;68,9;102,9;0
9043;VESTIDO;VE AUREA;INVERNO 2015;11/02/2015;74,9;84,9;127,9;0
9044;VESTIDO;VE AURELIA;INVERNO 2015;13/02/2015;109,9;125,9;189,9;0
9045;VESTIDO;VE AURELIA;INVERNO 2015;21/02/2015;109,9;125,9;189,9;0
9046;VESTIDO;VE AURELIANA;INVERNO 2015;13/02/2015;74,9;84,9;127,9;0
9047;VESTIDO;VE AURETE;INVERNO 2015;24/02/2015;74,9;84,9;127,9;0
9048;VESTIDO;VE AURORA;INVERNO 2015;07/03/2015;74,9;84,9;127,9;0
9049;VESTIDO;VE AUSENDA;INVERNO 2015;04/03/2015;119,9;137,9;206,9;0
9050;VESTIDO;VE AUTA;INVERNO 2015;26/02/2015;104,9;120,9;180,9;0
9051;VESTIDO;VE AUXILIA;INVERNO 2015;13/03/2015;74,9;84,9;127,9;0
9052;BLUSA;BL AVA;INVERNO 2015;18/02/2015;54,9;62,9;94,9;0
9053;VESTIDO;VE BALBINA;INVERNO 2015;05/03/2015;74,9;84,9;127,9;0
9054;VESTIDO;VE BALDUINA;INVERNO 2015;13/03/2015;74,9;84,9;127,9;0
9055;BLUSA;BL BARBARA;INVERNO 2015;03/03/2015;54,9;62,9;94,9;0
9056;BLUSA;BL BARBORA;INVERNO 2015;25/02/2015;54,9;62,9;94,9;0
9057;VESTIDO;VE BARTOLINA;INVERNO 2015;28/02/2015;104,9;120,9;180,9;0
9058;VESTIDO;VE BASILIA;INVERNO 2015;05/03/2015;74,9;84,9;127,9;0
9059;VESTIDO;VE BASILISSA;INVERNO 2015;27/02/2015;74,9;84,9;127,9;0
9060;MACACAO;MAC BEANINA;INVERNO 2015;10/03/2015;84,9;96,9;146,9;0
9061;SAIA;SA BEATRIZ;INVERNO 2015;11/03/2015;39,9;45,9;68,9;0
9062;VESTIDO;VE BEBIANA;INVERNO 2015;17/03/2015;99,9;114,9;169,9;0
9063;MACACAO;MAC BELA;INVERNO 2015;13/03/2015;74,9;84,9;127,9;0
9064;VESTIDO;VE BELARMINA;INVERNO 2015;24/03/2015;76,9;88,9;132,9;0
9065;BLUSA;BL BELEM;INVERNO 2015;24/04/2015;59,9;68,9;102,9;0
9066;CALCA;CAL BELINA;INVERNO 2015;24/04/2015;55,9;64,9;96,9;55,9
9067;CONJUNTO;CONJ BELINDA;INVERNO 2015;11/03/2015;149,9;171,9;258,9;0
9068;VESTIDO;VE BELIZA;INVERNO 2015;10/03/2015;74,9;84,9;127,9;0
9069;VESTIDO;VE BELISARIA;INVERNO 2015;26/03/2015;74,9;84,9;127,9;0
9070;BLUSA;BL BELMIRA;INVERNO 2015;04/04/2015;39,9;49,9;74,9;0
9071;BLUSA;BL BENEDITA;INVERNO 2015;18/03/2015;59,9;68,9;102,9;0
9072;VESTIDO;VE BENICIA;INVERNO 2015;26/03/2015;74,9;84,9;127,9;0
9073;VESTIDO;VE BENIGNA;INVERNO 2015;13/03/2015;74,9;84,9;127,9;0
9074;BLUSA;BL BENJAMINA;VERAO 2016;01/07/2015;59,9;68,9;102,9;0
9075;CALCA;CAL BENVINDA;VERAO 2016;01/07/2015;55,9;64,9;96,9;55,9
9076;CONJUNTO;CONJ BERINGARIA;INVERNO 2015;31/03/2015;149,9;171,9;258,9;0
9077;BLUSA;BL BERENICE;INVERNO 2015;26/03/2015;59,9;68,9;102,9;0
9078;BLUSA;BL BERNADETE;INVERNO 2015;20/03/2015;59,9;68,9;102,9;0
9079;BLUSA;BL BERNARDA;INVERNO 2015;07/04/2015;59,9;68,9;102,9;0
9080;VESTIDO;VE BERNARDETE;INVERNO 2015;27/03/2015;74,9;85,9;129,9;0
9081;SAIA;SA BERNIA;INVERNO 2015;20/03/2015;41,9;47,9;71,9;0
9082;MACACAO;MAC BERTA;INVERNO 2015;07/04/2015;79,9;91,9;138,9;0
9083;BLUSA;BL BERTILA;INVERNO 2015;27/03/2015;59,9;68,9;102,9;0
9084;VESTIDO;VE BERTILDE;INVERNO 2015;20/03/2015;109,9;125,9;189,9;0
9085;SAIA;SA BERTINA;INVERNO 2015;27/03/2015;59,9;68,9;102,9;0
9086;CAL;CAL BETANIA;INVERNO 2015;28/03/2015;62,9;72,9;108,9;62,9
9087;MACACAO;MAC BETIA;INVERNO 2015;16/04/2015;74,9;84,9;127,9;0
9088;CAMISA;CAM BETINA;INVERNO 2015;16/04/2015;69,9;79,9;119,9;0
9089;VESTIDO;VE BETSABE;INVERNO 2015;04/04/2015;74,9;84,9;127,9;0
9090;VESTIDO;VE BIA;INVERNO 2015;28/03/2015;149,9;171,9;258,9;0
9091;VESTIDO;VE BIANA;INVERNO 2015;02/04/2015;74,9;84,9;127,9;0
9092;VESTIDO;VE BIANCA;INVERNO 2015;10/04/2015;109,9;125,9;189,9;0
9093;VESTIDO;VE BIANOR;INVERNO 2015;08/04/2015;74,9;85,9;129,9;0
9095;VESTIDO;VE BINA;INVERNO 2015;14/04/2015;99,9;114,9;171,9;0
9096;BLUSA;BL BITIA;INVERNO 2015;10/04/2015;59,9;68,9;102,9;0
9097;BLUSA;BL BLANDINA;INVERNO 2015;10/04/2015;59,9;68,9;102,9;0
9098;VESTIDO;VE BLASIA;INVERNO 2015;10/04/2015;74,9;84,9;127,9;74,9
9099;CAMISA;CAM FABRICIA;INVERNO 2015;08/04/2015;49,9;57,9;85,9;49,9
9100;VESTIDO;VE BONIFACIA;INVERNO 2015;10/04/2015;74,9;84,9;127,9;0
9101;BLUSA;BL BRANCA;INVERNO 2015;07/05/2015;59,9;68,9;102,9;0
9102;VESTIDO;VE BRASIA;INVERNO 2015;24/04/2015;104,9;120,9;180,9;104,9
9103;MACACAO;MAC BRENA;INVERNO 2015;17/04/2015;74,9;84,9;127,9;0
9104;SAIA;SA BRENDA;INVERNO 2015;16/04/2015;34,9;39,9;59,9;0
9105;VESTIDO;VE BRIANA;INVERNO 2015;20/04/2015;74,9;85,9;129,9;0
9106;VESTIDO;VE BRICE;INVERNO 2015;22/04/2015;74,9;85,9;129,9;0
9107;SAIA;SA BRICIA;INVERNO 2015;17/04/2015;34,9;39,9;59,9;34,9
9108;SAIA;SA BRIGIDA;INVERNO 2015;24/04/2015;34,9;39,9;59,9;34,9
9109;VESTIDO;VE BRIGITE;INVERNO 2015;23/04/2015;109,9;125,9;180,9;0
9110;BLUSA;BL BRIOLANJA;INVERNO 2015;24/04/2015;34,9;39,9;59,9;0
9111;CALCA;CAL CARISSA;INVERNO 2015;24/04/2015;89,9;102,9;155,9;0
9112;BLUSA;BL CARLINDA;INVERNO 2015;28/04/2015;69,9;79,9;120,9;0
9113;BLUSA;BL CARMELA;INVERNO 2015;16/05/2015;59,9;68,9;102,9;0
9114;CAMISA;CAM CARMELIA;VERAO 2016;09/05/2015;49,9;57,9;85,9;49,9
9115;VESTIDO;VE CARMELITA;VERAO 2016;08/05/2015;74,9;84,9;127,9;0
9116;SAIA;SA CARMEN;VERAO 2016;06/05/2015;59,9;68,9;102,9;0
9117;BLUSA;BL CARMINA;VERAO 2016;30/04/2015;34,9;39,9;59,9;0
9118;BLUSA;BL CARMINDA;VERAO 2016;30/04/2015;34,9;39,9;59,9;34,9
9119;BLUSA;BL CAMINHO;VERAO 2016;21/09/2015;49,9;57,9;85,9;0
9120;SAIA;SA CARMO;VERAO 2016;21/09/2015;49,9;57,9;85,9;34,9
9121;CONJUNTO;CONJ CARMORINDA;INVERNO 2015;02/05/2015;159,9;183,9;275,9;0
9122;SAIA;SA CAROL;INVERNO 2015;02/05/2015;59,9;68,9;102,9;41,9
9123;BLUSA;BL CAROLE;VERAO 2016;12/05/2015;69,9;79,9;120,9;0
9124;MACACAO;MAC CAROLE;VERAO 2016;14/05/2015;74,9;85,9;129,9;0
9125;BLUSA;BL CASSANDRA;VERAO 2016;05/05/2015;59,9;68,9;102,9;0
9126;CAMISA;CAM CASSIA;VERAO 2016;18/05/2015;41,9;47,9;71,9;0
9127;BLUSA;BL CASSILDA;VERAO 2016;21/05/2015;41,9;47,9;71,9;0
9128;VESTIDO;VE CASTA;VERAO 2016;15/05/2015;76,9;88,9;133,9;0
9129;BERMUDA;BER CASTELINA;VERAO 2016;20/05/2015;39,9;47,9;71,9;39,9
9130;BLUSA;BL CASTORINA;VERAO 2016;12/05/2015;41,9;47,9;71,9;0
9131;BLUSA;BL CATALINA;VERAO 2016;01/06/2015;39,9;47,9;71,9;39,9
9132;VESTIDO;VE CATARINA;VERAO 2016;21/05/2015;72,9;84,9;126,9;0
9133;VESTIDO;VE CATERINA;VERAO 2016;26/05/2015;76,9;88,9;133,9;0
9134;VESTIDO;VE CATIA;VERAO 2016;11/06/2015;109,9;125,9;189,9;0
9135;VESTIDO;VE CATILA;VERAO 2016;22/05/2015;149,9;171,9;258,9;0
9136;VESTIDO;VE CATILINA;VERAO 2016;20/05/2015;104,9;119,9;179,9;0
9137;CAMISA;CAM CECILIA;VERAO 2016;20/05/2015;48,9;55,9;84,9;48,9
9138;VESTIDO;VE CELESTE;VERAO 2016;29/05/2015;76,9;88,9;132,9;76,9
9140;VESTIDO;VE CELIA;VERAO 2016;27/05/2015;76,9;88,9;132,9;0
9141;BLUSA;BL CELINA;VERAO 2016;03/06/2015;69,9;79,9;120,9;0
9142;VESTIDO;VE CELINIA;VERAO 2016;02/06/2015;74,9;85,9;128,9;0
9143;MACACAO;MAC CELSA;VERAO 2016;28/05/2015;74,9;86,9;129,9;0
9144;VESTIDO;VE CEREJA;VERAO 2016;18/06/2015;109,9;125,9;189,9;0
9145;VESTIDO;VE CERES;VERAO 2016;23/05/2015;119,9;137,9;206,9;0
9146;VESTIDO;VE CESALTINA;VERAO 2016;28/05/2015;76,9;88,9;132,9;0
9147;BLUSA;BL CESARIA;VERAO 2016;29/05/2015;59,9;68,9;102,9;0
9148;BERMUDA;BER CESARINA;VERAO 2016;11/06/2015;34,9;39,9;59,9;0
9149;BLUSA;BL CHANTAL;VERAO 2016;28/05/2015;34,9;39,9;59,9;34,9
9150;VESTIDO;VE CHEILA;VERAO 2016;08/06/2015;83,9;125,9;188,9;83,9
9151;VESTIDO;VE CIBELI;VERAO 2016;16/07/2015;79,9;92,9;138,9;0
9152;BLUSA;BL CHEMA;VERAO 2016;10/06/2015;34,9;39,9;71,9;0
9153;VESTIDO;VE CIDALIA;VERAO 2016;12/06/2015;76,9;88,9;132,9;0
9154;VESTIDO;VE CIDALINA;VERAO 2016;06/07/2015;76,9;88,9;132,9;0
9155;SAIA;SA CIDALISA;VERAO 2016;06/06/2015;34,9;39,9;59,9;0
9156;BLUSA;BL CINARA;VERAO 2016;11/06/2015;41,9;47,9;71,9;41,9
9157;BLUSA;BL CINDERELA;VERAO 2016;19/06/2015;41,9;47,9;71,9;41,9
9158;MACACAO;MAC CINIRA;VERAO 2016;20/06/2015;109,9;125,9;188,9;83,9
9159;VESTIDO;VE CINTIA;VERAO 2016;13/06/2015;114,9;131,9;206,9;0
9160;VESTIDO;VE CIPORA;VERAO 2016;22/06/2015;76,9;88,9;133,9;0
9161;VESTIDO;VE CIRCE;VERAO 2016;08/07/2015;76,9;88,9;133,9;0
9162;BLUSA;BL CIRIA;VERAO 2016;16/06/2015;39,9;47,9;71,9;39,9
9163;MACACAO;MAC CIRILA;VERAO 2016;23/06/2015;74,9;85,9;129,9;0
9164;CAMISA;CAM CIZINA;VERAO 2016;01/07/2015;49,9;57,9;85,9;49,9
9165;BLUSA;BL CLARA;VERAO 2016;23/07/2015;39,9;47,9;71,9;0
9166;CALCA;CAL CLARINDA;VERAO 2016;26/06/2015;69,9;79,9;120,9;0
9167;VESTIDO;VE CLARINDA.;VERAO 2016;19/06/2015;109,9;125,9;180,9;0
9168;MACACAO;MAC CLARINHA;VERAO 2016;25/06/2015;109,9;125,9;189,9;0
9169;VESTIDO;VE CLAUDEMIRA;VERAO 2016;07/07/2015;73,9;84,9;126,9;0
9170;BLUSA;BL CLAUDIA;VERAO 2016;10/07/2015;39,9;47,9;71,9;0
9171;BLUSA;BL CLAUDIANA;VERAO 2016;26/06/2015;39,9;47,9;71,9;0
9172;MACACAO;MAC CLEIA;VERAO 2016;04/08/2015;83,9;125,9;188,9;83,9
9173;VESTIDO;VE CLEIDE;VERAO 2016;21/07/2015;109,9;125,9;189,9;0
9174;VESTIDO;VE CELIA;VERAO 2016;06/07/2015;76,9;88,9;133,9;0
9175;VESTIDO;VE CLEMENCIA;VERAO 2016;13/07/2015;104,9;119,9;179,9;104,9
9176;CAMISA;CAM CLEMENTINA;VERAO 2016;02/07/2015;69,9;79,9;119,9;0
9177;VESTIDO;VE CLEODICE;VERAO 2016;15/07/2015;109,9;125,9;189,9;0
9178;VESTIDO;VE CLEONICE;VERAO 2016;29/08/2005;109,9;125,9;189,9;0
9179;BLUSA;BL CLEOPATRA;VERAO 2016;03/07/2015;59,9;68,9;102,9;41,9
9180;VESTIDO;VE CLESIA;INVERNO 2015;18/07/2015;109,9;125,9;189,9;0
9181;BLUSA;BL CLICIA;VERAO 2016;24/07/2015;34,9;39,9;59,9;34,9
9182;VESTIDO;VE CLIMENIA;VERAO 2016;25/07/2015;76,9;88,9;133,9;76,9
9183;VESTIDO;VE CLIVIA;VERAO 2016;30/07/2015;76,9;88,9;133,9;0
9184;VESTIDO;VE CLOE;VERAO 2016;21/07/2015;76,9;88,9;133,9;76,9
9185;VESTIDO;VE CLORINDA;VERAO 2016;22/07/2015;76,9;88,9;132,9;76,9
9186;VESTIDO;VE CLOTILDE;VERAO 2016;19/08/2015;109,9;125,9;189,9;0
9187;VESTIDO;VE ABBY;VERAO 2015;29/07/2015;76,9;88,9;132,9;0
9188;VESTIDO;VE CONCEICAO;VERAO 2016;27/07/2015;104,9;119,9;171,9;104,9
9189;VESTIDO;VE CONCHA;VERAO 2016;12/08/2015;104,9;119,9;179,9;104,9
9190;BLUSA;BL CONSOLACAO;VERAO 2016;11/08/2015;39,9;47,9;71,9;39,9
9191;VESTIDO;VE CONSTANSA;VERAO 2016;03/06/2015;76,9;88,9;133,9;76,9
9192;VESTIDO;VE CONSTANCIA;VERAO 2016;29/07/2015;76,9;88,9;132,9;0
9193;VESTIDO;VE CONSUELO;VERAO 2016;01/08/2015;76,9;88,9;132,9;0
9194;VESTIDO;VE CORA;VERAO 2016;06/08/2015;76,9;88,9;132,9;0
9195;VESTIDO;VE CORALIA;VERAO 2016;11/08/2015;73,9;84,9;126,9;0
9196;VESTIDO;VE CORDELIA;VERAO 2016;26/08/2015;72,9;84,9;126,9;0
9197;VESTIDO;VE CORINA;VERAO 2016;15/08/2015;76,9;88,9;133,9;76,9
9198;VESTIDO;VE CORITA;VERAO 2016;06/08/2015;109,9;120,9;180,9;0
9199;BLUSA;BL CORNELIA;VERAO 2016;14/08/2015;39,9;47,9;71,9;0
9212;BLUSA;BLUSA MELINA;;14/09/2005;29,9;45;0;0
9219;CALCA;CALCA LIVIA;;29/08/2005;24,9;35;0;0
9271;SAIA;SAIA MARIANA;;15/09/2005;34,9;50;0;0
9297;VESTIDO;VES   VIVI;VERAO;09/11/2005;44,9;70;0;0
9393;BLUSA;BL LEDA;INVERNO2006;26/01/2006;34,9;45;0;0
9400;BLUSA;BL COSETE;VERAO 2016;11/08/2015;39,9;47,9;71,9;39,9
9401;VESTIDO;VE CREMILDA;VERAO 2016;13/08/2015;79,9;92,9;138,9;0
9402;VESTIDO;VE CREMILDE;VERAO 2016;19/08/2015;76,9;88,9;132,9;76,9
9402V;VESTIDO;VE CREMILDE;VERAO 2016;19/08/2015;109,9;125,9;189,9;0
9403;VESTIDO;VE CRESTILA;VERAO 2016;12/09/2015;79,9;92,9;138,9;0
9404;VESTIDO;VE CRESTILA;VERAO 2016;20/08/2015;76,9;88,9;133,9;0
9405;VESTIDO;VE CRIS;VERAO 2016;03/09/2015;79,9;92,9;138,9;0
9406;VESTIDO;VE CRISALIA;VERAO 2016;26/08/2015;119,9;137,9;206,9;0
9407;VESTIDO;VE CRISALIDA;VERAO 2016;21/08/2015;109,9;125,9;189,9;0
9408;BLUSA;BL CRISANTA;VERAO 2016;19/08/2015;41,9;47,9;71,9;0
9409;MACACAO;MAC CRISANTE;VERAO 2016;08/09/2015;76,9;88,9;132,9;0
9410;MACACAO;MAC CRISNA;VERAO 2016;28/08/2015;76,9;88,9;132,9;76,9
9411;VESTIDO;VE CRISTELA;VERAO 2016;28/08/2015;76,9;88,9;133,9;0
9412;VESTIDO;VE CRISTELE;VERAO 2016;03/09/2015;76,9;131,9;197,9;0
9413;VESTIDO;VE CRISTINE;VERAO 2016;26/09/2015;76,9;88,9;132,9;0
9414;VESTIDO;VE CRISTIANA;VERAO 2016;04/09/2015;76,9;88,9;133,9;0
9415;VESTIDO;VE CRISTINA;VERAO 2016;10/09/2015;104,9;129,9;180,9;76,9
9416;VESTIDO;VE CRISTOLINDA;VERAO 2016;11/09/2015;76,9;88,9;132,9;0
9417;VESTIDO;VE CUSTODIA;VERAO 2016;10/09/2015;114,9;131,9;197,9;0
9418;VESTIDO;VE DAFNE;VERAO 2016;25/09/2015;149,9;171,9;258,9;0
9419;VESTIDO;VE DAIANA;VERAO 2016;10/09/2015;114,9;131,9;197,9;0
9420;VESTIDO;VE DAISI;VERAO 2016;25/09/2015;104,9;119,9;179,9;0
9421;VESTIDO;VE DALIA;VERAO 2016;25/09/2015;109,9;125,9;189,9;0
9422;VESTIDO;VE DALIANA;VERAO 2016;19/09/2015;76,9;88,9;133,9;0
9423;VESTIDO;VE DALIDA;VERAO 2016;18/09/2015;79,9;92,9;138,9;0
9424;VESTIDO;VE DALILA;VERAO 2016;18/09/2015;76,9;88,9;133,9;0
9425;VESTIDO;VE DALINDA;VERAO 2016;02/10/2015;149,9;171,9;258,9;0
9426;VESTIDO;VE DAMARIS;VERAO 2016;18/09/2015;149,9;171,9;258,9;0
9427;VESTIDO;VE DANA;VERAO 2016;25/09/2015;109,9;125,9;189,9;0
9428;VESTIDO;VE DANIA;VERAO 2016;16/10/2015;76,9;88,9;133,9;0
9429;VESTIDO;VE DANIANA;VERAO 2016;30/09/2015;109,9;125,9;189,9;0
9430;VESTIDO;VE DANIELA;VERAO 2016;23/09/2015;83,9;96,9;144,9;83,9
9431;VESTIDO;VE DANILA;VERAO 2016;30/09/2015;79,9;92,9;138,9;0
9432;VESTIDO;VE DARA;VERAO 2016;02/10/2015;114,9;131,9;197,9;0
9433;VESTIDO;VE DARCI;VERAO 2016;06/10/2015;76,9;120,9;180,9;0
9434;VESTIDO;VE DARCILA;VERAO 2016;07/10/2015;79,9;92,9;138,9;0
9435;VESTIDO;VE DARLENE;VERAO 2016;06/10/2015;76,9;88,9;133,9;76,9
9436;VESTIDO;VE DARNELA;VERAO 2016;09/10/2015;83,9;125,9;188,9;83,9
9438;MACACAO;MAC DAVINIA;VERAO 2016;10/10/2015;83,9;125,9;188,9;83,9
9439;VESTIDO;VE DEBORA;VERAO 2016;15/10/2015;114,9;131,9;197,9;0
9440;SAIA;SA DECIA;VERAO 2016;16/10/2015;39,9;47,9;71,9;39,9
9441;BLUSA;BL DEISE;VERAO 2016;16/10/2015;49,9;56,9;85,9;0
9442;MACACAO;MAC DEJANIRA;VERAO 2016;28/10/2015;149,9;171,9;258,9;0
9443;VESTIDO;VE DELE;VERAO 2016;21/10/2015;79,9;92,9;138,9;0
9444;VESTIDO;VE DELFINA;VERAO 2016;24/10/2015;114,9;131,9;197,9;0
9445;VESTIDO;VE DELIA;VERAO 2016;09/10/2015;109,9;125,9;189,9;0
9446;VESTIDO;VE DELIANA;VERAO 2016;21/10/2015;83,9;125,9;188,9;0
9447;VESTIDO;VE DELISA;;23/10/2015;119,9;137,9;206,9;83,9
9448;VESTIDO;VE DELMINA;VERAO 2016;12/11/2015;104,9;120,9;180,9;104,9
9449;SAIA;SA ATENA;VERAO 2016;23/10/2015;38,9;44,9;66,9;38,9
9450;SAIA;SA DELMINDA;VERAO 2016;20/10/2015;69,9;79,9;119,9;0
9451;VESTIDO;VE DELMIRA;VERAO 2016;28/10/2015;76,9;88,9;132,9;76,9
9452;VESTIDO;VE DEMELZA;VERAO 2016;21/10/2015;109,9;125,9;189,9;0
9453;VESTIDO;VE DEMETER;VERAO 2016;05/11/2015;109,9;125,9;189,9;0
9454;VESTIDO;VE DEMETRIA;VERAO 2016;30/10/2015;109,9;125,9;189,9;0
9455;VESTIDO;VE DENISA;VERAO 2016;05/11/2015;79,9;92,9;138,9;0
9456;BLUSA;BL DENISE;VERAO 2016;05/11/2015;64,9;74,9;111,9;0
9457;VESTIDO;VE DEODATA;VERAO 2016;30/10/2015;76,9;87,9;131,9;76,9
9458;VESTIDO;VE DEODETE;VERAO 2016;06/11/2015;109,9;125,9;189,9;76,9
9459;VESTIDO;VE DEOLINDA;VERAO 2016;04/11/2015;109,9;125,9;189,9;0
9460;BLUSA;BL DEONILDE;VERAO 2016;28/10/2015;39,9;47,9;71,9;0
9461;VESTIDO;VE DEOTILDA;VERAO 2016;14/11/2015;104,9;120,9;180,9;104,9
9462;VESTIDO;VE DEROCILA;VERAO 2016;06/11/2015;119,9;137,9;206,9;0
9463;VESTIDO;VE DIAMANTINA;VERAO 2016;01/12/2015;76,9;88,9;133,9;0
9464;VESTIDO;VE DIANA;VERAO 2016;13/11/2015;104,9;120,9;180,9;0
9465;VESTIDO;VE DIDIA;VERAO 2016;10/11/2015;149,9;171,9;258,9;0
9466;VESTIDO;VE DIDIANA;VERAO 2016;13/11/2015;109,9;125,9;189,9;0
9467;VESTIDO;VE DIGNA;VERAO 2016;11/11/2015;104,9;119,9;179,9;0
9468;VESTIDO;VE DILIANA;VERAO 2016;08/12/2015;109,9;125,9;189,9;76,9
9469;VESTIDO;VE DILSA;VERAO 2016;02/12/2015;76,9;87,9;131,9;0
9470;VESTIDO;VE DINA;VERAO 2016;27/11/2015;76,9;87,9;131,9;76,9
9471;BLUSA;BL DINAMENE;VERAO 2016;17/11/2015;49,9;57,9;85,9;0
9472;VESTIDO;VE DINARDA;VERAO 2016;24/11/2015;109,9;125,9;189,9;76,9
9473;VESTIDO;VE DINEIA;VERAO 2016;18/11/2015;76,9;88,9;133,9;76,9
9474;BLUSA;BL DINARTA;VERAO 2016;13/11/2015;59,9;68,9;102,9;0
9475;VESTIDO;VE DINORA;VERAO 2016;25/11/2015;76,9;88,9;133,9;0
9476;VESTIDO;VE DIONE;VERAO 2016;03/12/2015;76,9;88,9;133,9;0
9477;VESTIDO;VE DIONILDE;VERAO 2016;03/12/2015;83,9;125,9;188,9;0
9478;BLUSA;BL DIRCE;VERAO 2016;21/11/2015;59,9;68,9;102,9;0
9479;VESTIDO;VE DIONISIA;VERAO 2016;08/12/2015;76,9;87,9;131,9;76,9
9480;VESTIDO;VE DIRCEA;VERAO 2016;27/11/2015;104,9;119,9;179,9;104,9
9481;VESTIDO;VE DIRCILA;VERAO 2016;11/12/2015;83,9;96,9;144,9;0
9482;VESTIDO;VE DISA;VERAO 2016;08/12/2015;109,9;125,9;189,9;76,9
9483;VESTIDO;VE DITZA;VERAO 2016;14/12/2015;109,9;125,9;189,9;0
9484;VESTIDO;VE DIVA;VERAO 2016;08/12/2015;104,9;119,9;179,9;0
9485;VESTIDO;VE DIZA;VERAO 2016;14/12/2015;76,9;87,9;131,9;0
9486;VESTIDO;VE DJAMILA;INVERNO 2016;13/01/2016;76,9;88,9;132,9;0
9487;VESTIDO;VE DOLORES;VERAO 2016;16/12/2015;109,9;125,9;189,9;0
9488;VESTIDO;VE DOMENICA;INVERNO 2016;06/01/2016;109,9;125,9;189,9;0
9489;VESTIDO;VE DOMITILA;INVERNO 2016;06/01/2016;83,9;96,9;145,9;83,9
9490;VESTIDO;VE DOMINGAS;INVERNO 2016;20/01/2016;109,9;125,9;189,9;0
9491;VESTIDO;VE DONA;VERAO 2016;17/12/2015;149,9;171,9;258,9;0
9492;VESTIDO;VE DONATELA;INVERNO 2016;11/01/2016;79,9;92,9;139,9;79,9
9493;MACACAO;MAC DONZELIA;INVERNO 2016;12/01/2016;149,9;171,9;258,9;104,9
9494;VESTIDO;VE DORA;INVERNO 2016;07/01/2016;109,9;125,9;189,9;0
9495;VESTIDO;VE DORALICE;INVERNO 2016;15/01/2016;104,9;120,9;180,9;104,9
9496;VESTIDO;VE DORES;INVERNO 2016;11/01/2016;76,9;87,9;131,9;76,9
9497;VESTIDO;VE DORIANA;INVERNO 2016;12/01/2016;109,9;125,9;189,9;0
9498;VESTIDO;VE DORINA;INVERNO 2016;18/01/2016;104,9;120,9;180,9;104,9
9499;VESTIDO;VE DORINDA;INVERNO 2016;28/01/2016;169,9;194,9;293,9;0
9500;VESTIDO;VE DORINE;INVERNO 2016;21/01/2016;149,9;171,9;258,9;0
9501;VESTIDO;VE DORIS;INVERNO 2016;22/01/2016;169,9;194,9;294,9;0
9502;VESTIDO;VE DORISA;INVERNO 2016;01/02/2016;149,9;171,9;258,9;104,9
9503;VESTIDO;VE DOROTEA;INVERNO 2016;11/02/2016;104,9;120,9;180,9;104,9
9504;VESTIDO;VE DRUSILA;INVERNO 2016;18/02/2016;109,9;125,9;189,9;0
9505;VESTIDO;VE DUARTINA;INVERNO 2016;02/02/2016;109,9;120,9;180,9;0
9506;VESTIDO;VE DULCE;INVERNO 2016;03/02/2016;109,9;125,9;189,9;0
9507;VESTIDO;VE DULCELINA;INVERNO 2016;10/02/2016;149,9;171,9;258,9;0
9508;VESTIDO;VE DULCIDIA;INVERNO 2016;25/02/2016;149,9;171,9;258,9;0
9509;BLUSA;BL DULCINA;INVERNO 2016;02/02/2016;69,9;79,9;119,9;48,9
9510;VESTIDO;VE DULCINEIA;INVERNO 2016;18/02/2016;149,9;171,9;258,9;0
9511;VESTIDO;VE DULIA;INVERNO 2016;22/02/2016;76,9;88,9;132,9;76,9
9512;VESTIDO;VE DUNIA;INVERNO 2016;02/03/2016;76,9;87,9;131,9;76,9
9513;VESTIDO;VE EARINE;INVERNO 2016;01/03/2016;109,9;125,9;189,9;104,9
9514;VESTIDO;VE EDA;INVERNO 2016;02/03/2016;109,9;125,9;189,9;76,9
9515;BLUSA;BL EDERIA;INVERNO 2016;11/02/2016;41,9;47,9;71,9;41,9
9516;VESTIDO;VE EDINA;INVERNO 2016;24/02/2016;76,9;87,9;131,9;0
9516];VESTIDO;VE EDINA;INVERNO 2016;24/02/2016;109,9;125,9;189,9;0
9517;SAIA;SA EDINE;INVERNO 2016;25/02/2016;79,9;91,9;137,9;55,9
9518;VESTIDO;VE EDITE;INVERNO 2016;10/03/2016;76,9;88,9;132,9;76,9
9519;VESTIDO;VE EDITH;INVERNO 2016;17/03/2016;76,9;87,9;131,9;0
9520;VESTIDO;VE EDMA;INVERNO 2016;04/03/2016;109,9;125,9;180,9;0
9521;VESTIDO;VE EDNA;INVERNO 2016;24/03/2016;76,9;88,9;132,9;0
9522;VESTIDO;VE EDUARDA;INVERNO 2016;15/03/2016;109,9;125,9;189,9;76,9
