REFERENCIA;ITEM;DESCRICAO;VALIDADE;DATA;PRECO1;PRECO2;PRECO3;PRECO4
9523;MACACAO;MAC EDUINA;INVERNO 2016;02/04/2016;114,9;131,9;197,9;79,9
9524;VESTIDO;VE EGLANTINA;INVERNO 2016;10/03/2016;76,9;88,9;132,9;76,9
9525;VESTIDO;VE ELANA;INVERNO 2016;23/03/2016;76,9;87,9;131,9;76,9
9526;VESTIDO;VE ELCA;INVERNO 2016;14/03/2016;76,9;87,9;131,9;76,9
9527;VESTIDO;VE ELDA;INVERNO 2016;17/03/2016;76,9;88,9;132,9;0
9528;VESTIDO;VE ELECTRA;INVERNO 2016;19/03/2016;109,9;125,9;180,9;0
9529;MACACAO;MAC ELEIA;INVERNO 2016;29/03/2016;79,9;92,9;138,9;79,9
9530;VESTIDO;VE ELEINE;INVERNO 2016;18/03/2016;109,9;125,9;180,9;76,9
9531;VESTIDO;VE ELENA;INVERNO 2016;28/03/2016;109,9;125,9;189,9;76,9
9532;VESTIDO;VE ELEONOR;;28/03/2016;109,9;125,9;180,9;0
9533;CAMISA;CAM ELEONORA;INVERNO 2016;15/04/2016;79,9;89,9;137,9;0
9534;VESTIDO;VE ELIA;INVERNO 2016;12/04/2016;109,9;125,9;189,9;76,9
9535;VESTIDO;VE ELIANA;INVERNO 2016;06/04/2016;109,9;125,9;189,9;76,9
9536;VESTIDO;VE ELIANE;INVERNO 2016;31/03/2016;109,9;125,9;189,9;76,9
9537;VESTIDO;VE ELICIA;INVERNO 2016;08/04/2016;76,9;87,9;131,9;76,9
9538;BLUSA;BL ELIETE;INVERNO 2016;22/04/2016;59,9;68,9;102,9;0
9539;VESTIDO;VE. ELIN;INVERNO 2016;20/04/2016;129,9;148,9;223,9;90,9
9540;VESTIDO;VE ELINA;INVERNO 2016;28/04/2016;109,9;125,9;189,9;76,9
9541;VESTIDO;VE ELINE;INVERNO 2016;13/04/2016;109,9;125,9;189,9;0
9542;VESTIDO;VE ELISABETE;INVERNO 2016;09/05/2016;109,9;125,9;189,9;76,9
9543;VESTIDO;VE ELISAMA;INVERNO 2016;08/04/2016;99,9;114,9;171,9;0
9544;VESTIDO;VE ELISEBA;INVERNO 2016;08/04/2016;99,9;114,9;171,9;69,9
9545;VESTIDO;VE ELISETE;;18/04/2016;109,9;125,9;189,9;76,9
9546;BLUSA;BL ELISIA;INVERNO 2016;25/04/2016;59,9;68,9;102,9;0
9547;VESTIDO;VE ELMA;INVERNO 2016;19/04/2016;149,9;171,9;258,9;0
9549;BLUSA;BL ELOA;;15/04/2016;59,9;68,9;102,9;41,9
9550;VESTIDO;VE ELODIA;INVERNO 2016;28/04/2016;76,9;88,9;132,9;0
9551;VESTIDO;VE ELODIA;INVERNO 2016;08/04/2016;99,9;114,9;171,9;0
9552;VESTIDO;VE ELOISA;INVERNO 2016;08/04/2016;99,9;114,9;171,9;69,9
9553;VESTIDO;VE ELSA;INVERNO 2016;29/04/2016;149,9;171,9;258,9;104,9
9554;BLUSA;BL ELISANDRA;VERAO 2016;12/05/2016;64,9;74,9;109,9;44,9
9555;BLUSA;BL ELVINA;INVERNO 2016;27/04/2016;59,9;68,9;102,9;0
9556;BLUSA;BL ELVA;INVERNO 2016;20/04/2016;59,9;68,9;102,9;0
9557;VESTIDO;VE ELVINA;VERAO 2016;13/05/2016;109,9;125,9;180,9;76,9
9560;VESTIDO;VE EMA;VERAO 2016;12/05/2016;109,9;125,9;189,9;76,9
9561;VESTIDO;VE EMANUELA;INVERNO 2016;05/05/2016;109,9;125,9;189,9;76,9
9562;CAMISA;CAM EMIDIA;INVERNO 2016;10/05/2016;69,9;79,9;119,9;48,9
9563;VESTIDO;VE EMILIA;INVERNO 2016;16/05/2016;109,9;125,9;180,9;76,9
9564;VESTIDO;VE EMILIANA;INVERNO 2016;20/05/2016;119,9;137,9;206,9;83,9
9565;VESTIDO;VE ENCARNAÇAO;VERAO 2016;12/05/2016;109,9;125,9;189,9;76,9
9566;VESTIDO;VE ENGELECIA;INVERNO 2016;20/05/2016;109,9;125,9;189,9;76,9
9567;BLUSA;BL ENGRACIA;VERAO 2017;25/05/2016;59,9;68,9;102,9;41,9
9568;VESTIDO;VE ENIA;VERAO 2017;30/05/2016;109,9;125,9;189,9;76,9
9569;VESTIDO;VE ENIDE;VERAO 2016;20/05/2016;109,9;125,9;180,9;0
9570;VESTIDO;VE ENILDA;VERAO 2017;24/05/2016;109,9;125,9;180,9;76,9
9571;SAIA;SA ELOA;VERAO 2017;27/05/2016;59,9;68,9;102,9;41,9
9572;VESTIDO;VE EPONIA;VERAO 2017;31/05/2016;109,9;125,9;189,9;76,9
9573;SAIA;SA ERCILIA;VERAO 2017;27/05/2016;59,9;68,9;102,9;41,9
9574;VESTIDO;VE ERICA;VERAO 2016;21/05/2016;109,9;125,9;189,9;76,9
9575;MACACAO;MAC ERIS;VERAO 2017;02/06/2016;149,9;171,9;258,9;0
9576;VESTIDO;VE ERMELINDA;VERAO 2017;27/05/2016;109,9;125,9;189,9;0
9577;VESTIDO;VE ERMENGARDA;VERAO 2017;02/06/2016;149,9;171,9;258,9;104,9
9578;BLUSA;BL ERMERIA;VERAO 2017;27/05/2016;59,9;68,9;102,9;0
9579;VESTIDO;VE ERNESTINA;;03/06/2016;99,9;114,9;171,9;69,9
9580;VESTIDO;VE ERSILIA;VERAO 2017;09/06/2016;129,9;148,9;223,9;0
9581;VESTIDO;VE ESTENIA;VERAO 2017;13/06/2016;109,9;125,9;189,9;76,9
9582;VESTIDO;VE ESMERALDA;VERAO 2017;11/07/2016;109,9;125,9;189,9;76,9
9583;BLUSA;BL ESMERIA;VERAO 2017;07/06/2016;59,9;68,9;102,9;41,9
9584;VESTIDO;VE ESPECIOSA;;17/06/2016;109,9;125,9;189,9;76,9
9585;VESTIDO;VE ESPERANCA;;13/06/2016;129,9;148,9;223,9;0
9586;BLUSA;BL ESPIRITO;VERAO 2017;07/06/2016;59,9;68,9;102,9;41,9
9587;BLUSA;BL ESTEFANIA;VERAO 2017;15/06/2016;49,9;57,9;86,9;34,9
9588;BLUSA;BL ESTEFANIA;VERAO 2017;29/06/2016;59,9;68,9;102,9;41,9
9589;VESTIDO;VE ESTELA;VERAO 2017;18/06/2016;109,9;125,9;189,9;76,9
9590;CALCA;CAL ESTER;VERAO 2017;18/06/2016;89,9;102,9;154,9;62,9
9591;VESTIDO;VE ESTRELA;VERAO 2017;22/06/2016;99,9;114,9;172,9;0
9592;VESTIDO;VE EVANDRA;VERAO 2017;22/06/2016;109,9;125,9;189,9;76,9
9593;CAMISA;CAM ETEL;VERAO 2017;02/07/2016;69,9;79,9;119,9;48,9
9594;BLUSA;BL ETELCA;VERAO 2017;15/06/2016;59,9;68,9;102,9;41,9
9595;VESTIDO;VE ETELVINA;VERAO 2017;29/06/2016;149,9;171,9;258,9;0
9596;MACACAO;MAC ETERIA;VERAO 2017;23/06/2016;139,9;160,9;239,9;97,9
9597;VESTIDO;VE EUDORA;VERAO 2017;01/07/2016;109,9;125,9;189,9;76,9
9598;MACACAO;MAC EUFEMEA;VERAO 2017;06/07/2016;149,9;171,9;258,9;104,9
9599;BLUSA;BL EUGENIA;VERAO 2017;28/06/2016;59,9;68,9;102,9;41,9
9600;VESTIDO;VE EULALIA;VERAO 2017;03/08/2016;129,9;148,9;223,9;90,9
9601;BLUSA;BL EUNICE;VERAO 2017;05/07/2016;59,9;68,9;102,9;41,9
9602;BLUSA;BL EURICA;VERAO 2017;29/06/2016;59,9;68,9;102,9;0
9603;BLUSA;BL EURIDICE;VERAO 2017;07/07/2016;69,9;79,9;119,9;48,9
9604;MACACAO;MAC EUTALIA;VERAO 2017;12/07/2016;129,9;148,9;223,9;0
9605;VESTIDO;VE EVA;VERAO 2017;14/07/2016;109,9;125,9;189,9;76,9
9606;BLUSA;BL EVANGELINA;VERAO 2017;21/07/2016;59,9;68,9;102,9;0
9607;BLUSA;BL EVANGELISTA;VERAO 2017;11/08/2016;59,9;68,9;102,9;41,9
9608;VESTIDO;VE EVELINA;VERAO 2017;11/07/2016;119,9;137,9;206,9;83,9
9609;VESTIDO;VE EVELINE;VERAO 2017;12/07/2016;109,9;120,9;180,9;76,9
9610;BLUSA;BL EVILA;VERAO 2017;28/07/2016;69,9;79,9;119,9;48,9
9611;BLUSA;BL EXCELSA;VERAO 2017;28/07/2016;59,9;68,9;102,9;41,9
9612;BLUSA;BL EZEQUIELA;VERAO 2017;16/07/2016;59,9;68,9;102,9;41,9
9613;MACACAO;MAC FABIA;VERAO 2017;27/07/2016;114,9;131,9;197,9;79,9
9614;VESTIDO;VE FABIANA;VERAO 2017;26/07/2016;109,9;125,9;180,9;76,9
9615;MACACAO;MAC FABIOLA;VERAO 2017;21/07/2016;109,9;125,9;189,9;76,9
9616;VESTIDO;VE FABRICIA;VERAO 2017;14/07/2016;149,9;171,9;258,9;104,9
9617;VESTIDO;VE FANI;VERAO 2017;09/08/2016;149,9;171,9;258,9;104,9
9618;BLUSA;BL FANIA;VERAO 2017;19/07/2016;59,9;68,9;102,9;41,9
9619;MACACAO;MAC FANTINA;VERAO 2017;03/08/2016;139,9;160,9;240,9;97,9
9620;BLUSA;BL FARA;VERAO 2017;22/07/2016;59,9;68,9;102,9;0
9621;CAMISA;CAM FARIDA;VERAO 2017;28/07/2016;69,9;79,9;119,9;48,9
9622;VESTIDO;VE FATIMA;VERAO 2017;02/08/2016;109,9;125,9;189,9;76,9
9623;SAIA;SA FEBA;VERAO 2017;09/08/2016;64,9;74,9;111,9;44,9
9624;VESTIDO;VE FEBE;VERAO 2017;10/08/2016;109,9;125,9;189,9;76,9
9625;VESTIDO;VE FEDORA;VERAO 2017;05/08/2016;109,9;125,9;180,9;76,9
9626;VESTIDO;VE FEDRA;VERAO 2017;23/08/2016;109,9;125,9;171,9;76,9
9627;VESTIDO;VE FELICIA;VERAO 2017;12/08/2016;109,9;125,9;189,9;76,9
9628;VESTIDO;VE FELICIANA;VERAO 2017;20/08/2016;109,9;125,9;189,9;76,9
9629;VESTIDO;VE FELICIDADE;VERAO 2017;19/08/2016;149,9;171,9;258,9;104,9
9630;VESTIDO;VE FELISBELA;VERAO 2017;02/09/2016;109,9;125,9;189,9;76,9
9631;BERMUDA;BER FELISBERTA;VERAO 2017;18/08/2016;59,9;68,9;102,9;41,9
9632;VESTIDO;VE FELISBINA;VERAO 2017;30/08/2016;109,9;125,9;171,9;76,9
9633;CALCA;CAL FELISMINA;VERAO 2017;08/09/2016;89,9;102,9;154,9;62,9
9634;VESTIDO;VE FERNANDA;VERAO 2017;26/09/2016;129,9;148,9;223,9;90,9
9635;BLUSA;BL FERNANDINA;VERAO 2017;23/08/2016;59,9;68,9;102,9;41,9
9636;VESTIDO;VE FIAMA;VERAO 2017;01/09/2016;114,9;131,9;197,9;79,9
9637;VESTIDO;VE FIDELIA;VERAO 2017;06/09/2016;109,9;125,9;189,9;76,9
9638;BERMUDA;BER FILENA;VERAO 2017;25/08/2016;59,9;68,9;102,9;41,9
9639;BLUSA;BL FILIPA;VERAO 2017;01/09/2016;59,9;68,9;102,9;41,9
9640;VESTIDO;VE FILOMENA;VERAO 2017;01/10/2016;129,9;148,9;223,9;90,9
9641;BLUSA;BL FIONA;VERAO 2017;08/09/2016;59,9;68,9;102,9;41,9
9642;VESTIDO;VE FIRMINA;VERAO 2017;08/09/2016;109,9;125,9;189,9;76,9
9643;BERMUDA;BL FLAMINIA;VERAO 2017;01/09/2016;59,9;68,9;102,9;41,9
9644;CAMISA;CAM FLAVIA;VERAO 2017;07/10/2016;69,9;79,9;119,9;48,9
9645;VESTIDO;VE FLORA;VERAO 2017;13/10/2016;109,9;125,9;189,9;76,9
9646;VESTIDO;VE FLOR;VERAO 2017;19/09/2016;109,9;125,9;189,9;76,9
9647;VESTIDO;VE FLORBELA;VERAO 2017;21/09/2016;149,9;171,9;258,9;104,9
9648;VESTIDO;VE FLORENSA;VERAO 2017;13/09/2016;129,9;148,9;223,9;90,9
9649;VESTIDO;VE FLORENCIA;VERAO 2017;22/09/2016;129,9;149,9;224,9;0
9650;BLUSA;BL FLORENTINA;VERAO 2017;09/09/2016;59,9;68,9;102,9;41,9
9651;VESTIDO;VE FLORIA;VERAO 2017;06/10/2016;109,9;125,9;189,9;76,9
9652;MACACAO;MAC FLORIANA;VERAO 2017;29/09/2016;139,9;160,9;240,9;0
9653;BLUSA;BL FLORINDA;VERAO 2017;25/10/2016;59,9;68,9;102,9;41,9
9654;SAIA;SA FLORISA;VERAO 2017;06/10/2016;89,9;102,9;154,9;62,9
9655;BERMUDA;BER FORMOSINDA;VERAO 2017;05/10/2016;59,9;68,9;102,9;41,9
9656;BLUSA;BL FRANCA;VERAO 2017;22/09/2016;59,9;68,9;102,9;41,9
9657;BLUSA;BL   FRANCILIA;VERAO 2017;06/10/2016;59,9;68,9;102,9;41,9
9658;BLUSA;BL FRANCINA;VERAO 2017;06/10/2016;59,9;68,9;102,9;0
9659;BLUSA;BL FRANCISCA;VERAO 2017;18/10/2016;59,9;68,9;102,9;0
9660;VESTIDO;VE FREDERICA;VERAO 2017;01/11/2016;114,9;131,9;197,9;79,9
9661;VESTIDO;VE GABI;VERAO 2017;28/10/2016;149,9;171,9;258,9;0
9662;VESTIDO;VE GABRIELA;VERAO 2017;07/10/2016;129,9;148,9;223,9;90,9
9663;SAIA;SA GAELA;VERAO 2017;11/10/2016;89,9;102,9;155,9;62,9
9664;VESTIDO;VE GAIA;VERAO 2017;26/10/2016;129,9;148,9;223,9;0
9665;MACACAO;MAC GAIL;VERAO 2017;14/10/2016;149,9;171,9;258,9;104,9
9666;VESTIDO;VE GALA;VERAO 2017;26/10/2016;139,9;160,9;240,9;97,9
9667;MACACAO;MAC GAORI;VERAO 2017;10/11/2016;149,9;171,9;258,9;104,9
9668;VESTIDO;VE GARDELA;VERAO 2017;03/11/2016;129,9;148,9;223,9;90,9
9669;MACACAO;MAC GEISA;VERAO 2017;07/12/2016;149,9;171,9;258,9;104,9
9670;VESTIDO;VE GELSEMINA;VERAO 2017;17/10/2016;139,9;160,9;240,9;97,9
9671;VESTIDO;VE GENCIANA;VERAO 2017;27/10/2016;149,9;171,9;258,9;104,9
9672;VESTIDO;VE GENEROSA;VERAO 2017;10/11/2016;119,9;137,9;197,9;83,9
9673;VESTIDO;VE GENESIA;VERAO 2017;11/11/2016;119,9;137,9;197,9;83,9
9674;VESTIDO;VE GENOVEVA;VERAO 2017;16/11/2016;139,9;160,9;240,9;97,9
9675;VESTIDO;VE GEORGETA;VERAO 2017;22/11/2016;129,9;148,9;223,9;90,9
9676;VESTIDO;VE.GEORGETE;VERAO 2017;16/11/2016;149,9;171,9;258,9;104,9
9677;VESTIDO;VE GEORGIA;VERAO 2017;24/11/2016;149,9;171,9;258,9;104,9
9678;VESTIDO;VE GEORGINA;VERAO 2017;11/11/2016;149,9;171,9;258,9;104,9
9679;VESTIDO;VE GERALDINA;VERAO 2017;24/11/2016;129,9;148,9;223,9;90,9
9680;BLUSA;BL GERDA;VERAO 2017;04/11/2016;59,9;68,9;102,9;41,9
9681;VESTIDO;VE GERMANA;VERAO 2017;23/11/2016;129,9;148,9;223,9;90,9
9682;VESTIDO;VE GERTA;VERAO 2017;30/11/2016;109,9;125,9;171,9;76,9
9683;VESTIDO;VE GERTRUDES;INVERNO 2017;22/12/2016;109,9;125,9;180,9;76,9
9684;VESTIDO;VE GIANA;VERAO 2017;25/11/2016;109,9;125,9;189,9;76,9
9685;CALCA;CAL GILBERTA;INVERNO 2017;22/12/2016;89,9;102,9;154,9;62,9
9686;VESTIDO;VE GILDA;VERAO 2017;12/12/2016;109,9;125,9;189,9;76,9
9687;VESTIDO;VE GILEADE;VERAO 2017;09/12/2016;109,9;125,9;189,9;0
9688;VESTIDO;VE GILMA;VERAO 2017;13/12/2016;109,9;125,9;189,9;0
9689;BLUSA;BL GINA;VERAO 2017;30/11/2016;64,9;74,9;111,9;45,9
9690;VESTIDO;VE GIOCONDA;INVERNO 2017;11/01/2017;119,9;137,9;206,9;84,9
9691;VESTIDO;VE GIOVANA;VERAO 2017;16/12/2016;129,9;148,9;223,9;90,9
9692;MACACAO;MAC GIRALDINA;INVERNO 2017;11/01/2017;129,9;149,9;224,9;90,9
9693;SAIA;SA GIREL;INVERNO 2017;13/01/2017;59,9;68,9;102,9;41,9
9694;VESTIDO;VE GISELA;VERAO 2017;08/12/2016;109,9;125,9;189,9;90,9
9695;MACACAO;MAC GISELDA;INVERNO 2017;20/01/2017;149,9;171,9;257,9;0
9696;VESTIDO;VE GISETE;INVERNO 2017;21/12/2016;119,9;137,9;206,9;0
9697;VESTIDO;VE GISLENA;INVERNO 2017;10/01/2017;109,9;125,9;189,9;0
9698;VESTIDO;VE GISLENE;INVERNO 2017;17/01/2017;109,9;125,9;189,9;76,9
9699;VESTIDO;VE GLAUCIA;INVERNO 2017;06/02/2017;109,9;125,9;171,9;76,9
9700;VESTIDO;VE GLENDA;INVERNO 2017;18/01/2017;149,9;171,9;258,9;104,9
9701;VESTIDO;VE GLICINIA;INVERNO 2017;27/01/2017;109,9;125,9;171,9;76,9
9702;BLUSA;BL GLORIA;VERAO 2017;21/12/2016;59,9;68,9;103,9;41,9
9703;MACACAO;MAC GLORIOSA;INVERNO 2017;10/02/2017;159,9;183,9;275,9;111,9
9704;BLUSA;BL FLAMINIA;INVERNO 2017;19/01/2017;59,9;68,9;102,9;41,9
9705;VESTIDO;VE GONZALA;INVERNO 2017;27/01/2017;109,9;125,9;171,9;76,9
9706;VESTIDO;VE GORETI;INVERNO 2017;27/01/2017;109,9;125,9;171,9;76,9
9707;VESTIDO;VE GRACIA;INVERNO 2017;08/02/2017;109,9;125,9;171,9;0
9708;VESTIDO;VE DOLORES;INVERNO 2017;10/02/2017;109,9;125,9;171,9;0
9709;VESTIDO;VE GRACIELE;INVERNO 2017;17/03/2017;109,9;125,9;189,9;76,9
9710;VESTIDO;VE GRACIETE;INVERNO 2017;17/02/2017;109,9;125,9;189,9;76,9
9711;VESTIDO;VE GRACILIANA;INVERNO 2017;01/03/2017;109,9;125,9;189,9;0
9712;VESTIDO;VE GRAVELINA;INVERNO 2017;13/03/2017;119,9;137,9;206,9;83,9
9713;VESTIDO;VE GREGORIA;INVERNO 2017;15/02/2017;109,9;125,9;189,9;76,9
9714;BLUSA;BL GRETA;INVERNO 2017;14/02/2017;64,9;74,9;111,9;45,9
9715;VESTIDO;VE GRIMANESA;INVERNO 2017;13/02/2017;109,9;125,9;189,9;76,9
9716;VESTIDO;VE GUADALUPE;INVERNO 2017;02/03/2017;119,9;137,9;206,9;83,9
9717;VESTIDO;VE GUARANI;INVERNO 2017;13/03/2017;109,9;125,9;189,9;76,9
9719;VESTIDO;VE GUIDA;INVERNO 2017;24/02/2017;109,9;125,9;189,9;76,9
9720;BLUSA;BL GUILHERMINA;INVERNO 2017;03/02/2017;59,9;68,9;102,9;0
9721;VESTIDO;VE GUIMAR;INVERNO 2017;08/03/2017;119,9;137,9;206,9;83,9
9722;VESTIDO;VE GUIOMAR;INVERNO 2017;14/03/2017;119,9;137,9;206,9;83,9
9723;SAIA;SA GUISLENE;INVERNO 2017;31/03/2017;59,9;68,9;102,9;39,9
9724;VESTIDO;VE GUISLENE;INVERNO 2017;24/02/2017;109,9;125,9;189,9;76,9
9725;VESTIDO;VE GUISLENE;INVERNO 2017;16/03/2017;109,9;120,9;180,9;76,9
9726;VESTIDO;VE GUSTAVA;INVERNO 2017;04/04/2017;109,9;125,9;189,9;76,9
9727;VESTIDO;VE HAIDE;INVERNO 2017;10/03/2017;109,9;125,9;189,9;76,9
9728;VESTIDO;VE HALIA;INVERNO 2017;27/03/2017;109,9;125,9;189,9;76,9
9729;VESTIDO;VE HEBE;INVERNO 2017;16/03/2017;129,9;148,9;223,9;0
9730;VESTIDO;VE HEDA;INVERNO 2017;24/03/2017;109,9;125,9;189,9;0
9731;SAIA;SA HEDILA;INVERNO 2017;07/03/2017;69,9;79,9;119,9;48,9
9732;VESTIDO;VE HEDVIRGES;INVERNO 2017;23/03/2017;109,9;125,9;189,9;76,9
9733;MACACAO;MAC HELDA;INVERNO 2017;13/04/2017;149,9;171,9;258,9;104,9
9734;CALCA;CAL HELENA;INVERNO 2017;30/03/2017;84,9;97,9;145,9;59,9
9735;CALCA;CAL HELGA;INVERNO 2017;30/03/2017;89,9;102,9;154,9;71,9
9736;SAIA;SA HELI;INVERNO 2017;17/03/2017;59,9;68,9;102,9;41,9
9737;CALCA;CAL HELIA;INVERNO 2017;24/03/2017;79,9;91,9;137,9;0
9738;VESTIDO;VE HELIANA;INVERNO 2017;31/03/2017;109,9;125,9;189,9;76,9
9739;VESTIDO;VE HELIODORA;INVERNO 2017;29/04/2017;109,9;125,9;189,9;76,9
9740;MACACAO;MAC HELOISA;INVERNO 2017;02/05/2017;149,9;171,9;258,9;104,9
9741;BLUSA;BL HENRIQUIETA;INVERNO 2017;28/03/2017;49,9;57,9;85,9;34,9
9742;VESTIDO;VE HEREDIA;INVERNO 2017;02/05/2017;109,9;125,9;189,9;76,9
9743;VESTIDO;VE HERENIA;INVERNO 2017;19/04/2017;109,9;125,9;189,9;76,9
9744;VESTIDO;VE HERMANA;INVERNO 2017;07/04/2017;109,9;125,9;189,9;76,9
9745;VESTIDO;VE HERMANIA;INVERNO 2017;30/03/2017;109,9;125,9;189,9;76,9
9746;BLUSA;BL.HERMENEGILDA;INVERNO 2017;12/04/2017;59,9;68,9;102,9;0
9747;BERMUDA;BER HERMINIA;INVERNO 2017;07/04/2017;59,9;68,9;102,9;41,9
9748;BLUSA;BL HERSILIA;INVERNO 2017;07/04/2017;59,9;68,9;102,9;0
9749;SAIA;SA HILARIA;INVERNO 2017;13/04/2017;69,9;79,9;120,9;48,9
9750;VESTIDO;VE HILMA;;17/04/2017;109,9;125,9;189,9;0
9751;VESTIDO;VE HONORINA;INVERNO 2017;22/04/2017;109,9;125,9;189,9;76,9
9752;VESTIDO;VE HORTENSE;INVERNO 2017;17/04/2017;119,9;137,9;206,9;83,9
9753;VESTIDO;VE HORTENSIA;VERAO 2018;25/05/2017;149,9;171,9;258,9;104,9
9754;VESTIDO;VE HUGUETE;INVERNO 2017;04/05/2017;169,9;194,9;293,9;119,9
9755;VESTIDO;VE HULDA;VERAO 2017;25/04/2017;169,9;195,9;293,9;0
9756;VESTIDO;VE IANA;INVERNO 2017;29/04/2017;169,9;195,9;293,9;119,9
9757;MACACAO;MAC IANESIS;VERAO 2018;17/05/2017;149,9;171,9;258,9;104,9
9758;VESTIDO;VE IARA;VERAO 2018;12/05/2017;109,9;125,9;189,9;76,9
9758[;VESTIDO;VE IACA;VERAO 2018;12/05/2017;109,9;125,9;189,9;0
9759;VESTIDO;VE IASMIN;VERAO 2018;08/06/2017;109,9;125,9;171,9;76,9
9760;VESTIDO;VE IASMINA;INVERNO 2017;04/05/2017;119,9;137,9;206,9;84,9
9761;BLUSA;BL IBERINA;;05/05/2017;39,9;45,9;68,9;27,9
9762;BLUSA;BL IDA;INVERNO 2017;03/05/2017;39,9;45,9;68,9;27,9
9763;VESTIDO;VE IDALETE;VERAO 2018;16/05/2017;109,9;125,9;189,9;76,9
9764;BLUSA;BL IDALIA;VERAO 2018;24/05/2017;59,9;68,9;102,9;39,9
9765;BLUSA;BL IDALINA;INVERNO 2017;09/05/2017;64,9;74,9;111,9;44,9
9766;BLUSA;BL IDELIA;INVERNO 2017;09/05/2017;64,9;74,9;111,9;0
9767;CALCA;CAL IDRISS;VERAO 2018;17/06/2017;79,9;91,9;137,9;0
9768;VESTIDO;VE IFIGENIA;VERAO 2018;11/05/2017;149,9;171,9;257,9;104,9
9769;VESTIDO;VE IGELCEMINA;VERAO 2018;23/05/2017;149,9;171,9;258,9;104,9
9770;BLUSA;BL IGNEZ;VERAO 2018;20/05/2017;59,9;68,9;102,9;39,9
9771;BLUSA;BL ILCA;VERAO 2018;01/06/2017;59,9;68,9;102,9;39,9
9772;MACACAO;MAC ILDA;VERAO 2018;12/05/2017;149,9;171,9;258,9;104,9
9773;VESTIDO;VE ILIDIA;VERAO 2018;17/05/2017;109,9;125,9;189,9;76,9
9774;SAIA;SA ILSA;VERAO 2018;20/05/2017;59,9;68,9;102,9;0
9775;VESTIDO;VE ILSE;VERAO 2018;30/05/2017;109,9;125,9;189,9;76,9
9776;VESTIDO;VE ILUNDI;VERAO 2018;25/05/2017;129,9;148,9;223,9;90,9
9777;VESTIDO;VE IMA;VERAO 2018;01/06/2017;159,9;182,9;274,9;0
9778;BLUSA;BL INACIA;VERAO 2018;27/05/2017;59,9;68,9;102,9;41,9
9779;CAMISA;CAM INDALITA;VERAO 2018;02/06/2017;69,9;79,9;120,9;48,9
9780;BLUSA;BL INDIA;VERAO 2018;02/06/2017;59,9;68,9;102,9;39,9
9781;CAMISA;CAM INDIRA;VERAO 2018;08/06/2017;69,9;79,9;119,9;48,9
9782;BLUSA;BL INES;VERAO 2018;05/07/2017;69,9;79,9;119,9;48,9
9783;BLUSA;BL INGRA;VERAO 2018;03/06/2017;59,9;68,9;102,9;0
9784;VESTIDO;VE INGEBURGA;VERAO 2018;08/06/2017;109,9;125,9;171,9;76,9
9785;VESTIDO;VE INGRIDE;VERAO 2018;08/06/2017;159,9;184,9;275,9;111,9
9786;VESTIDO;VE INOCENCIA;VERAO 2018;24/07/2017;109,9;125,9;189,9;0
9787;BLUSA;BL INOI;VERAO 2018;22/06/2017;59,9;68,9;102,9;39,9
9788;BLUSA;BL IO;VERAO 2018;23/06/2017;64,9;74,9;111,9;44,9
9789;BLUSA;BL IOLANDA;VERAO 2018;13/06/2017;59,9;68,9;102,9;39,9
9790;MACACAO;MAC IONARA;VERAO 2018;17/06/2017;159,9;183,9;275,9;
9791;VESTIDO;VE IONE;VERAO 2018;18/07/2017;159,9;183,9;275,9;0
9792;CAMISA;CAM IOQUE;VERAO 2018;22/06/2017;69,9;79,9;119,9;48,9
9793;BLUSA;BL IRACEMA;VERAO 2018;27/06/2017;59,9;68,9;102,9;41,9
9794;BLUSA;BL IRAIS;VERAO 2018;30/06/2017;59,9;68,9;102,9;39,9
9796;VESTIDO;VE IRINEIA;VERAO 2018;21/06/2017;109,9;125,9;189,9;76,9
9797;BLUSA;BL IRIA;VERAO 2018;27/06/2017;59,9;68,9;102,9;39,9
9798;BLUSA;BL IRIANA;VERAO 2018;17/07/2017;59,9;68,9;102,9;39,9
9799;COLETE;COL IRINA;VERAO 2018;14/07/2017;99,9;114,9;171,9;69,9
9800;BERMUDA;BER IRIS;VERAO 2018;14/07/2017;59,9;68,9;102,9;42,9
9801;VESTIDO;VE IRMA;VERAO 2018;11/07/2017;109,9;125,9;189,9;76,9
9802;BLUSA;BL IRISALVA;VERAO 2018;24/06/2017;59,9;68,9;102,9;0
9803;CAMISA;CAM ISA;VERAO 2018;24/06/2017;69,9;80,9;120,9;48,9
9804;BLUSA;BL ISABELA;VERAO 2018;30/06/2017;59,9;68,9;102,9;39,9
9805;CAMISA;CAM ISABEL;VERAO 2018;11/07/2017;89,9;103,9;154,9;59,9
9806;MACACAO;MAC ISABELINA;VERAO 2018;13/07/2017;119,9;137,9;206,9;83,9
9807;BLUSA;BL ISADORA;VERAO 2018;30/06/2017;59,9;68,9;102,9;39,9
9808;VESTIDO;VE ISALDA;VERAO 2018;07/07/2017;109,9;125,9;171,9;76,9
9809;BLUSA;BL ISALIA;VERAO 2018;13/07/2017;59,9;68,9;102,9;0
9810;VESTIDO;VE ISALINA;VERAO 2018;14/07/2017;169,9;194,9;293,9;119,9
9811;VESTIDO;VE ISALTINA;VERAO 2018;18/07/2017;129,9;148,9;223,9;89,9
9812;VESTIDO;VE ISAURA;VERAO 2018;18/07/2017;149,9;171,9;258,9;104,9
